epigrafe_code,epigrafe_desc,web_supercategory,web_category,web_subcategory,display_label,investable,mapping_rule,source_rows,needs_manual_review
230004,FABRICACION DE VIDRIO Y PRODUCTOS DERIVADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1785,False
230005,FABRICACION DE VAJILLAS Y ARTICULOS PARA EL HOGAR,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,918,False
230006,FABRICACION DE PRODUCTOS ABRASIVOS Y PRODUCTOS MINERALES NO METALICOS N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,445,False
240001,"METALURGIA. FABRICACION DE PRODUCTOS DE HIERRO, ACERO Y FERROALEACIONES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1079,False
250001,FABRICACION ARTICULOS DE FERRETERIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2648,False
250002,RECUBRIMIENTOS METALICOS (TRATAMIENTO Y REVESTIMIENTO DE METALES),No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3045,False
250003,"FABRICACION DE PRODUCTOS METALICOS, EXCEPTO MAQUINARIA Y EQUIPO",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,57747,False
261001,FABRICACION DE COMPONENTES ELECTRONICOS Y CIRCUITOS IMPRESOS ENSAMBLADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1646,False
262001,FABRICACION DE ORDENADORES Y EQUIPOS INFORMATICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,669,False
263001,FABRICACION DE EQUIPOS DE TELECOMUNICACIONES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,514,False
264001,FABRICACION DE PRODUCTOS ELECTRONICOS DE CONSUMO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,565,False
265001,"FABRICACION DE INSTRUMENTOS DE PRECISION, MEDIDA Y CONTROL. FABRICACION DE RELOJES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2023,False
266001,"FABRICACION DE EQUIPOS DE RADIACION, ELECTROMEDICOS Y ELECTROTERAPEUTICOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,256,False
267001,FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1099,False
268001,FABRICACION DE SOPORTES MAGNETICOS Y OPTICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,318,False
270001,"FABRICACION DE APARATOS ELECTRICOS, ELECTRODOMESTICOS (EXCEPTO ORDENADORES)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1547,False
270002,FABRICACION DE MATERIAL Y EQUIPO ELECTRICO (EXCEPTO ORDENADORES),No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6615,False
280001,FABRICACION DE MAQUINARIA DE USO GENERAL Y EQUIPO N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4710,False
290001,"FABRICACION DE VEHICULOS DE MOTOR, REMOLQUES Y SEMIRREMOLQUES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1732,False
300001,FABRICACION DE OTRO MATERIAL DE TRANSPORTE,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,739,False
310001,FABRICACION DE MUEBLES (INCLUIDOS COLCHONES),No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,10476,False
310002,CARPINTERIA Y EBANISTERIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,25267,False
321001,"FABRICACION DE ARTICULOS DE JOYERIA, BISUTERIA Y SIMILARES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7931,False
322001,FABRICACION DE INSTRUMENTOS MUSICALES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2193,False
323001,FABRICACION DE ARTICULOS DE DEPORTE,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,78,False
324001,FABRICACION DE JUEGOS Y JUGUETES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,518,False
325001,FABRICACION DE INSTRUMENTOS Y SUMINISTROS MEDICOS Y ODONTOLOGICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,26224,False
329001,INDUSTRIAS MANUFACTURERAS N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7494,False
331001,"MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO, INCLUIDO EL FERROVIARIO",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,19191,False
332001,INSTALACION DE MAQUINAS Y EQUIPOS INDUSTRIALES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,5855,False
350001,"PRODUCCION, TRANSPORTE Y DISTRIBUCION DE ENERGIA ELECTRICA Y GAS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,29017,False
350002,FABRICACION DE HIELO Y SUMINISTRO DE VAPOR Y AIRE ACONDICIONADO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,846,False
360001,"CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2480,False
370001,RECOGIDA Y TRATAMIENTO DE AGUAS RESIDUALES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,799,False
380001,"RECOGIDA, TRATAMIENTO Y ELIMINACION DE RESIDUOS. VALORIZACION (PROCESOS DE RECUPERACION)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,5115,False
390001,ACTIVIDADES DE DESCONTAMINACION Y OTROS SERVICIOS DE GESTION DE RESIDUOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1232,False
411001,PROMOCION INMOBILIARIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,43438,False
412001,CONSTRUCCION DE EDIFICIOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,55015,False
420001,INGENIERIA CIVIL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7476,False
431001,DEMOLICION Y PREPARACION DE TERRENOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2572,False
432001,"INSTALACIONES ELECTRICAS, DE FONTANERIA Y OTRAS EN OBRAS DE CONSTRUCCION",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,197231,False
433001,"ACABADO DE EDIFICIOS (CARPINTERIA, REVOCAMIENTO, REVESTIMIENTO DE SUELOS Y PAREDES, PINTURA, ACRISTALAMIENTO)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,42163,False
439001,"OTRAS ACTIVIDADES DE CONSTRUCCION ESPECIALIZADA (CONSTRUCCION DE CUBIERTAS, CIMENTACION, PISCINAS)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,48961,False
461101,"INTERMEDIARIOS DEL COMERCIO DE MATERIAS PRIMAS AGRARIAS, ANIMALES VIVOS, MATERIAS PRIMAS TEXTILES Y PRODUCTOS SEMIELABORADOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,280,False
461201,"INTERMEDIARIOS DEL COMERCIO DE COMBUSTIBLES, MINERALES, METALES Y PRODUCTOS QUIMICOS INDUSTRIALES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1167,False
461301,INTERMEDIARIOS DEL COMERCIO DE LA MADERA Y MATERIALES DE CONSTRUCCION,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1547,False
461401,"INTERMEDIARIOS DEL COMERCIO DE MAQUINARIA, EQUIPO INDUSTRIAL, EMBARCACIONES Y AERONAVES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1821,False
461501,INTERMEDIARIOS DEL COMERCIO DE MUEBLES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1760,False
461601,"INTERMEDIARIOS DEL COMERCIO DE TEXTILES, PRENDAS DE VESTIR, PELETERIA, CALZADO Y ARTICULOS DE CUERO",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,13451,False
461701,"INTERMEDIARIO DEL COMERCIO DE PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6459,False
461801,INTERMEDIARIOS DEL COMERCIO ESPECIALIZADOS EN LA VENTA DE OTROS PRODUCTOS ESPECIFICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,8292,False
461802,INTERMEDIARIOS DEL COMERCIO DE PRODUCTOS FARMACEUTICOS Y DISTRIBUCION DE MEDICAMENTOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1089,False
461901,INTERMEDIARIOS DEL COMERCIO DE ACCESORIOS DE VEHICULOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,122,False
462001,"COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGRARIAS, DE ANIMALES VIVOS Y ALIMENTOS PARA ANIMALES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2229,False
463101,"COMERCIO AL POR MAYOR FRUTAS, VERDURAS Y DERIVADOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,30373,False
463102,ALMACEN Y DISTRIBUCION DE FRUTAS Y HORTALIZAS FRESCAS Y OTROS PRODUCTOS VEGETALES TRANSFORMADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6480,False
463201,"COMERCIO AL POR MAYOR CARNES Y DERIVADOS, AVES Y CAZA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4803,False
463202,ALMACEN DE DISTRIBUCION A TEMPERATURA DE REFRIGERACION Y CONGELACION DE CARNE Y DERIVADOS DE CARNE,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,5019,False
463301,COMERCIO AL POR MAYOR DE HUEVOS Y DERIVADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2914,False
463302,COMERCIO AL POR MAYOR DE ACEITES Y GRASAS COMESTIBLES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,450,False
463303,COMERCIO AL POR MAYOR DE LECHE Y DERIVADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,896,False
463401,COMERCIO AL POR MAYOR DE BEBIDAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6133,False
463501,COMERCIO AL POR MAYOR DE TABACOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,681,False
463601,"COMERCIO AL POR MAYOR DE AZUCAR, CHOCOLATE Y CONFITERIA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1887,False
463701,"COMERCIO AL POR MAYOR DE CAFE, TE, CACAO Y ESPECIAS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1312,False
463801,"COMERCIO AL POR MAYOR DE HARINAS, DERIVADOS Y CEREALES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,49,False
463802,COMERCIO AL POR MAYOR DE PRODUCTOS DE LA PESCA Y MARISCOS (EXCEPTO CONGELADOS),No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,12316,False
463803,COMERCIO AL POR MAYOR DE PRODUCTOS DE LA PESCA Y MARISCOS CONGELADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4121,False
463804,ALMACEN DISTRIBUCION A TEMPERATURA DE REFRIGERACION DE PRODUCTOS PESQUEROS Y DE MARISCOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2339,False
463805,ALMACEN DE DISTRIBUCION A TEMPERATURA DE CONGELACION DE PRODUCTOS PESQUEROS Y DE MARISCOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2919,False
463901,COMERCIO AL POR MAYOR DE PLATOS PREPARADOS Y COCINADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3252,False
463902,ALMACEN DE DISTRIBUCION DE PRODUCTOS ALIMENTICIOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,13260,False
463903,ALMACEN DE DISTRIBUCION POLIVALENTE A TEMPERATURA DE REFRIGERACION,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3506,False
463904,ALMACEN DE DISTRIBUCION POLIVALENTE A TEMPERATURA DE CONGELACION,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3723,False
463905,ALMACEN DE DISTRIBUCION POLIVALENTE A TEMPERATURA NO REGULADA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7039,False
463906,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS ALIMENTICIOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,10339,False
464101,COMERCIO AL POR MAYOR DE TEXTILES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,9899,False
464201,"COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR, CALZADO Y ARTICULOS DE CUERO",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,32256,False
464301,COMERCIO AL POR MAYOR DE APARATOS ELECTRODOMESTICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4832,False
464401,"COMERCIO AL POR MAYOR DE PORCELANA, CRISTALERIA Y ARTICULOS DE LIMPIEZA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2656,False
464501,"COMERCIO AL POR MAYOR DE PERFUMERIA,COSMETICA, DROGUERIA Y LIMPIEZA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,11503,False
464601,COMERCIO AL POR MAYOR DE PRODUCTOS FARMACEUTICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6438,False
464602,COMERCIO AL POR MAYOR DE INSTRUMENTOS MEDICOS Y ORTOPEDICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,10535,False
464701,COMERCIO AL POR MAYOR DE MUEBLES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2935,False
464801,"COMERCIO AL POR MAYOR DE METALES PRECIOSOS, JOYERIA Y RELOJERIA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,9263,False
464901,COMERCIO AL POR MAYOR DE JUGUETES Y ARTICULOS DE DEPORTE,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2873,False
464902,"COMERCIO AL POR MAYOR DE LIBROS, PERIODICOS, REVISTAS, PAPELERIA Y ESCRITORIO",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,9045,False
464903,COMERCIO AL POR MAYOR DE OTROS ARTICULOS DE USO DOMESTICO N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,14200,False
465001,COMERCIO AL POR MAYOR DE MATERIAL Y APARATOS ELECTRONICOS PARA LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,22196,False
466001,COMERCIO AL POR MAYOR DE ENVASES Y EMBALAJES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3431,False
466002,"COMERCIO AL POR MAYOR DE MAQUINARIA, EQUIPO DE OFICINA Y SUMINISTROS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,50845,False
467001,"COMERCIO AL POR MAYOR DE METALES FERREOS Y NO FERREOS, MATERIAL DE CONSTRUCCION, PAPEL Y CARTON",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,31375,False
467002,"COMERCIO AL POR MAYOR DE COMBUSTIBLES, QUIMICOS Y PRODUCTOS SEMIELABORADOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6224,False
469001,COMERCIO AL MAYOR CON ALMACEN,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,6835,False
500001,TRANSPORTE MARITIMO Y POR VIAS NAVEGABLES INTERIORES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,180,False
510001,TRANSPORTE AEREO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2894,False
581001,"EDICION DE LIBROS, PERIODICOS Y OTRAS ACTIVIDADES EDITORIALES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,18066,False
582001,EDICION DE PROGRAMAS INFORMATICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,1274,False
591001,"ACTIVIDADES CINEMATOGRAFICAS, DE VIDEO Y DE TELEVISION (PRODUCCION, DISTRIBUCION Y EXHIBICION)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,25057,False
592001,ACTIVIDADES DE GRABACION DE SONIDO Y EDICION MUSICAL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,12072,False
600001,ACTIVIDADES DE PROGRAMACION Y EMISION DE RADIO Y TELEVISION,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4451,False
60001,EXTRACCION DE CRUDO DE PETROLEO Y GAS NATURAL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,241,False
681001,COMPRAVENTA DE BIENES INMOBILIARIOS POR CUENTA PROPIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4811,False
682001,ALQUILER DE BIENES INMOBILIARIOS POR CUENTA PROPIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,18328,False
720001,INVESTIGACION Y DESARROLLO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,9616,False
771001,ALQUILER DE VEHICULOS DE MOTOR,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,14122,False
772001,ALQUILER DE EFECTOS PERSONALES Y ARTICULOS DE USO DOMESTICO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4219,False
772002,VIDEOCLUB,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,5701,False
773001,ALQUILER MAQUINARIA Y EQUIPO DE CONSTRUCCION,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,9395,False
774001,"ARRENDAMIENTO DE LA PROPIEDAD INTELECTUAL (USO DE MARCAS, PATENTES, FRANQUICIAS)",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,155,False
781001,ACTIVIDADES DE LAS AGENCIAS DE COLOCACION,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,2855,False
782001,ACTIVIDADES DE LAS EMPRESAS DE TRABAJO TEMPORAL,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3649,False
80001,OTRAS INDUSTRIAS EXTRACTIVAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,206,False
801001,ACTIVIDADES DE SEGURIDAD PRIVADA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,4176,False
802001,SERVICIOS DE SISTEMAS DE SEGURIDAD: VIGILANCIA MEDIANTE SISTEMAS ELECTRONICOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3609,False
803001,ACTIVIDADES DE INVESTIGACION (DETECTIVES Y VIGILANCIA),No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,490,False
803002,DESPACHO PROFESIONAL DE DETECTIVES E INVESTIGADORES PRIVADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,99,False
811001,SERVICIOS INTEGRALES A EDIFICIOS E INSTALACIONES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,7932,False
812001,ACTIVIDADES DE LIMPIEZA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,42584,False
813001,ACTIVIDADES DE JARDINERIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,3414,False
840001,ADMINISTRACION PUBLICA Y DEFENSA. SEGURIDAD SOCIAL OBLIGATORIA,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,93998,False
881001,ACTIVIDADES DE SERVICIOS SOCIALES SIN ALOJAMIENTO PARA PERSONAS MAYORES Y DISCAPACITADOS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,51585,False
889002,OTROS ACTIVIDADES DE SERVICIOS SOCIALES (LABORES DE ASESORAMIENTO Y ORIENTACION) SIN ALOJAMIENTO N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,40055,False
900001,"ACTIVIDADES DE CREACION, ARTISTICAS Y ESPECTACULOS",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,24092,False
900002,LOCALES DE EXHIBICIONES EROTICAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,627,False
900003,TEATRO Y ACTIVIDADES ESCENICAS REALIZADAS EN DIRECTO,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,12769,False
90001,ACTIVIDADES DE APOYO A LAS INDUSTRIAS EXTRACTIVAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,216,False
910001,"ACTIVIDADES DE BIBLIOTECAS, ARCHIVOS, MUSEOS Y DE GALERIAS Y SALAS DE EXPOSICIONES SIN VENTA",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,32692,False
910002,"PARQUES ZOOLOGICOS, JARDINES BOTANICOS Y RESERVAS NATURALES",No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,706,False
949101,ACTIVIDADES DE ORGANIZACIONES RELIGIOSAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,126809,False
949201,ACTIVIDADES DE ORGANIZACIONES POLITICAS,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,8790,False
949901,SOCIEDADES PROTECTORAS DE ANIMALES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,353,False
949902,OTRAS ACTIVIDADES ASOCIATIVAS N.C.O.P.,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,115069,False
990001,ACTIVIDADES DE ORGANIZACIONES Y ORGANISMOS EXTRATERRITORIALES,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,12044,False
999,SIN ASIGNAR,No priorizable,Industrial o institucional,Industrial o institucional,Industrial o institucional,False,non_investable_prefix,12597,False
