zone_level,zone_code,zone_name,web_supercategory,web_category,display_label,n_locales,n_events,event_rate,duration_median_months,survival_12m,survival_24m,supported_for_stats,confidence_tier,rank_within_zone_24m
district,6.0,Tetuán,Servicios,Servicios personales,Arreglo de ropa,29,2,0.06896551724137931,135.0,1.0,1.0,False,low,11
district,6.0,Tetuán,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,29,4,0.13793103448275862,135.0,1.0,1.0,False,low,12
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Charcuteria,28,3,0.10714285714285714,135.0,1.0,1.0,False,low,13
district,6.0,Tetuán,Salud y bienestar,Salud retail,Optica,27,2,0.07407407407407407,135.0,1.0,1.0,False,low,14
district,6.0,Tetuán,Educacion,Formacion,Educacion y formacion,26,1,0.038461538461538464,135.0,1.0,1.0,False,low,15
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Fisioterapia,26,8,0.3076923076923077,135.0,1.0,1.0,False,low,16
district,6.0,Tetuán,Salud y bienestar,Salud retail,Herbolario,26,2,0.07692307692307693,135.0,1.0,1.0,False,low,17
district,6.0,Tetuán,Servicios,Servicios personales,Reparacion de calzado,24,0,0.0,135.0,1.0,1.0,False,low,18
district,6.0,Tetuán,Deporte y ocio,Fitness y deporte,Gimnasio,23,4,0.17391304347826086,135.0,1.0,1.0,False,low,19
district,6.0,Tetuán,Educacion,Formacion,Autoescuela,22,4,0.18181818181818182,135.0,1.0,1.0,False,low,20
district,6.0,Tetuán,Retail especializado,Hogar y reformas,Material electrico,22,2,0.09090909090909091,135.0,1.0,1.0,False,low,21
district,6.0,Tetuán,Automocion,Venta y recambios,Motos y reparacion,22,1,0.045454545454545456,135.0,1.0,1.0,False,low,22
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Clinica medica,20,5,0.25,135.0,1.0,1.0,False,low,23
district,6.0,Tetuán,Retail especializado,Hogar y regalos,Floristeria,19,4,0.21052631578947367,135.0,1.0,1.0,False,low,24
district,6.0,Tetuán,Automocion,Taller y reparacion,Taller automovil,19,1,0.05263157894736842,135.0,1.0,1.0,False,low,25
district,6.0,Tetuán,Retail especializado,Cultura y ocio,Deporte,17,3,0.17647058823529413,135.0,1.0,1.0,False,low,26
district,6.0,Tetuán,Retail especializado,Electronica y telecom,Electronica y telecom,17,2,0.11764705882352941,135.0,1.0,1.0,False,low,27
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Consulta medica,16,2,0.125,135.0,1.0,1.0,False,low,28
district,6.0,Tetuán,Servicios,Servicios profesionales,Fotografia,16,2,0.125,135.0,1.0,1.0,False,low,29
district,6.0,Tetuán,Finanzas,Finanzas y seguros,Seguros,16,6,0.375,135.0,1.0,1.0,False,low,30
district,6.0,Tetuán,Servicios,Servicios profesionales,Despacho juridico,15,3,0.2,135.0,1.0,1.0,False,low,31
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Taberna,15,3,0.2,135.0,1.0,1.0,False,low,32
district,6.0,Tetuán,Servicios,Servicios profesionales,Consultoria empresarial,14,0,0.0,135.0,1.0,1.0,False,low,33
district,6.0,Tetuán,Retail especializado,Electronica y telecom,Informatica,14,6,0.42857142857142855,135.0,1.0,1.0,False,low,34
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Veterinaria,14,3,0.21428571428571427,135.0,1.0,1.0,False,low,35
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,13,0,0.0,135.0,1.0,1.0,False,low,36
district,6.0,Tetuán,Retail especializado,Electronica y telecom,Electrodomesticos,13,2,0.15384615384615385,135.0,1.0,1.0,False,low,37
district,6.0,Tetuán,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,12,2,0.16666666666666666,135.0,1.0,1.0,False,low,38
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Parasanitario,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,39
district,6.0,Tetuán,Automocion,Venta y recambios,Recambios automovil,12,0,0.0,135.0,1.0,1.0,False,low,40
district,6.0,Tetuán,Automocion,Venta y recambios,Venta de coches nuevos,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,41
district,6.0,Tetuán,Retail especializado,Cultura y ocio,Libreria,11,2,0.18181818181818182,135.0,1.0,1.0,False,low,42
district,6.0,Tetuán,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,11,3,0.2727272727272727,135.0,1.0,1.0,False,low,43
district,6.0,Tetuán,Servicios,Servicios profesionales,Tecnologia y software,11,0,0.0,135.0,1.0,1.0,False,low,44
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Colchoneria,10,0,0.0,135.0,1.0,1.0,False,low,45
district,6.0,Tetuán,Alimentacion,Especialistas alimentacion,Congelados,10,2,0.2,135.0,1.0,1.0,False,low,46
district,6.0,Tetuán,Servicios,Servicios profesionales,Telecomunicaciones,10,5,0.5,133.5,1.0,1.0,False,low,47
district,6.0,Tetuán,Alimentacion,Especialistas alimentacion,Bodega,9,0,0.0,135.0,1.0,1.0,False,low,48
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Casqueria,8,0,0.0,135.0,1.0,1.0,False,low,49
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Muebles de cocina,8,1,0.125,135.0,1.0,1.0,False,low,50
district,6.0,Tetuán,Alojamiento,Alojamiento turistico,Alojamiento turistico,7,0,0.0,135.0,1.0,1.0,False,low,51
district,6.0,Tetuán,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,7,1,0.14285714285714285,135.0,1.0,1.0,False,low,52
district,6.0,Tetuán,Retail especializado,Hogar y reformas,Bricolaje,6,2,0.3333333333333333,135.0,1.0,1.0,False,low,53
district,6.0,Tetuán,Deporte y ocio,Fitness y deporte,Club deportivo,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,54
district,6.0,Tetuán,Alojamiento,Alojamiento turistico,Hostal,6,0,0.0,135.0,1.0,1.0,False,low,55
district,6.0,Tetuán,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,6,0,0.0,135.0,1.0,1.0,False,low,56
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Menaje del hogar,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,57
district,6.0,Tetuán,Automocion,Venta y recambios,Venta de coches usados,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,58
district,6.0,Tetuán,Alimentacion,Especialistas alimentacion,Heladeria,5,2,0.4,135.0,1.0,1.0,False,low,59
district,6.0,Tetuán,Alojamiento,Alojamiento turistico,Hotel,5,1,0.2,135.0,1.0,1.0,False,low,60
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Iluminacion,5,2,0.4,135.0,1.0,1.0,False,low,61
district,6.0,Tetuán,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,5,2,0.4,135.0,1.0,1.0,False,low,62
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Podologia,5,1,0.2,135.0,1.0,1.0,False,low,63
district,6.0,Tetuán,Alimentacion,Especialistas alimentacion,Cafe e infusiones,4,0,0.0,135.0,1.0,1.0,False,low,64
district,6.0,Tetuán,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,4,0,0.0,135.0,1.0,1.0,False,low,65
district,6.0,Tetuán,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,4,0,0.0,135.0,1.0,1.0,False,low,66
district,6.0,Tetuán,Automocion,Taller y reparacion,Accesorios automovil,3,0,0.0,135.0,1.0,1.0,False,low,67
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,3,0,0.0,135.0,1.0,1.0,False,low,68
district,6.0,Tetuán,Retail especializado,Cultura y ocio,Bicicletas,3,0,0.0,135.0,1.0,1.0,False,low,69
district,6.0,Tetuán,Educacion,Educacion infantil,Centro de cuidado infantil,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,70
district,6.0,Tetuán,Deporte y ocio,Fitness y deporte,Instalacion deportiva,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,71
district,6.0,Tetuán,Automocion,Venta y recambios,Venta de motos,3,0,0.0,135.0,1.0,1.0,False,low,72
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Churreria,2,0,0.0,135.0,1.0,1.0,False,low,73
district,6.0,Tetuán,Educacion,Formacion,Formacion no reglada,2,0,0.0,87.5,1.0,1.0,False,low,74
district,6.0,Tetuán,Automocion,Servicios automocion,Gasolinera,2,0,0.0,135.0,1.0,1.0,False,low,75
district,6.0,Tetuán,Hosteleria,Restauracion,Hosteleria especializada,2,0,0.0,83.0,1.0,1.0,False,low,76
district,6.0,Tetuán,Deporte y ocio,Ocio y entretenimiento,Salon recreativo,2,1,0.5,81.5,1.0,1.0,False,low,77
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Bodega con consumo,1,0,0.0,135.0,1.0,1.0,False,low,78
district,6.0,Tetuán,Belleza y cuidado personal,Peluqueria y estetica,Bronceado,1,0,0.0,96.0,1.0,1.0,False,low,79
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Heladeria y salon de te,1,0,0.0,135.0,1.0,1.0,False,low,80
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Optometria,1,0,0.0,135.0,1.0,1.0,False,low,81
district,6.0,Tetuán,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,1,1,1.0,25.0,1.0,1.0,False,low,82
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Bar con cocina,207,15,0.07246376811594203,135.0,0.9951690821256038,0.9903381642512077,True,medium,83
district,6.0,Tetuán,Hosteleria,Restauracion,Restaurante,169,10,0.05917159763313609,135.0,0.9940828402366864,0.9881656804733727,False,low,84
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Bar restaurante,238,23,0.09663865546218488,135.0,0.9915966386554622,0.9873949579831933,True,high,85
district,6.0,Tetuán,Retail especializado,Moda y complementos,Calzado,63,9,0.14285714285714285,135.0,0.9841269841269842,0.9841269841269842,False,low,86
district,6.0,Tetuán,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,58,6,0.10344827586206896,135.0,1.0,0.9827586206896551,False,low,87
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Bar especial,56,10,0.17857142857142858,135.0,0.9821428571428571,0.9821428571428571,False,low,88
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Carniceria,54,6,0.1111111111111111,135.0,0.9814814814814815,0.9814814814814815,False,low,89
district,6.0,Tetuán,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,260,31,0.11923076923076924,135.0,0.9961538461538462,0.9807692307692308,True,high,90
district,6.0,Tetuán,Salud y bienestar,Salud retail,Farmacia,93,6,0.06451612903225806,135.0,1.0,0.9784946236559139,False,low,91
district,6.0,Tetuán,Alimentacion,Panaderia y pasteleria,Panaderia,43,4,0.09302325581395349,135.0,0.9767441860465116,0.9767441860465116,False,low,92
district,6.0,Tetuán,Servicios,Servicios al consumidor,Locutorio,84,21,0.25,135.0,0.9761904761904762,0.9761904761904762,True,medium,93
district,6.0,Tetuán,Servicios,Servicios profesionales,Asesoria y contabilidad,42,7,0.16666666666666666,135.0,0.9761904761904762,0.9761904761904762,False,low,94
district,6.0,Tetuán,Servicios,Servicios profesionales,Servicios profesionales,41,9,0.21951219512195122,135.0,0.975609756097561,0.975609756097561,False,low,95
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Clinica dental,39,5,0.1282051282051282,135.0,0.9743589743589743,0.9743589743589743,False,low,96
district,6.0,Tetuán,Servicios,Logistica y movilidad,Logistica y movilidad,154,19,0.12337662337662338,135.0,1.0,0.9740259740259741,True,medium,97
district,6.0,Tetuán,Servicios,Servicios profesionales,Arquitectura e ingenieria,37,8,0.21621621621621623,135.0,1.0,0.972972972972973,False,low,98
district,6.0,Tetuán,Retail especializado,Conveniencia,Estanco,37,6,0.16216216216216217,135.0,0.972972972972973,0.972972972972973,False,low,99
district,6.0,Tetuán,Retail especializado,Moda y complementos,Moda,214,37,0.17289719626168223,135.0,0.97196261682243,0.97196261682243,True,high,100
district,6.0,Tetuán,Hosteleria,Bar y cafeteria,Bar sin cocina,71,10,0.14084507042253522,135.0,0.971830985915493,0.971830985915493,False,low,101
district,6.0,Tetuán,Alimentacion,Alimentacion fresca,Fruteria,100,10,0.1,135.0,0.98,0.97,False,low,102
district,6.0,Tetuán,Servicios,Servicios profesionales,Inmobiliaria,33,7,0.21212121212121213,135.0,1.0,0.9696969696969697,False,low,103
district,6.0,Tetuán,Retail especializado,Hogar y reformas,Puertas y ventanas,24,4,0.16666666666666666,135.0,1.0,0.9583333333333334,False,low,104
district,6.0,Tetuán,Servicios,Servicios profesionales,Publicidad y marketing,24,5,0.20833333333333334,135.0,0.9583333333333334,0.9583333333333334,False,low,105
district,6.0,Tetuán,Alimentacion,Supermercado y conveniencia,Supermercado,48,5,0.10416666666666667,135.0,0.9583333333333333,0.9583333333333333,False,low,106
district,6.0,Tetuán,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,113,12,0.10619469026548672,135.0,0.9823008849557522,0.9557522123893807,True,medium,107
district,6.0,Tetuán,Retail especializado,Otros comercios,Otros comercios,60,13,0.21666666666666667,135.0,1.0,0.95,False,low,108
district,6.0,Tetuán,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,19,6,0.3157894736842105,135.0,0.9473684210526316,0.9473684210526316,False,low,109
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Hogar y menaje,19,4,0.21052631578947367,135.0,0.9473684210526316,0.9473684210526316,False,low,110
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Muebles,36,10,0.2777777777777778,135.0,0.9722222222222222,0.9444444444444444,False,low,111
district,6.0,Tetuán,Alimentacion,Comida preparada,Comida preparada,35,9,0.2571428571428571,83.0,0.9428571428571428,0.9428571428571428,False,low,112
district,6.0,Tetuán,Servicios,Servicios personales,Lavanderia y tintoreria,33,4,0.12121212121212122,135.0,0.9393939393939394,0.9393939393939394,False,low,113
district,6.0,Tetuán,Retail especializado,Hogar y reformas,Materiales de construccion,16,2,0.125,135.0,0.9375,0.9375,False,low,114
district,6.0,Tetuán,Finanzas,Finanzas y seguros,Banco y caja,187,68,0.36363636363636365,135.0,0.9679144385026738,0.93048128342246,True,high,115
district,6.0,Tetuán,Retail especializado,Moda y complementos,Joyeria y relojeria,56,13,0.23214285714285715,135.0,0.9642857142857143,0.9285714285714286,False,low,116
district,6.0,Tetuán,Servicios,Servicios profesionales,Oficina y administracion,74,18,0.24324324324324326,135.0,0.9594594594594595,0.9189189189189191,False,low,117
district,6.0,Tetuán,Retail especializado,Hogar y reformas,Saneamientos,12,1,0.08333333333333333,135.0,1.0,0.9166666666666666,False,low,118
district,6.0,Tetuán,Retail especializado,Hogar y decoracion,Textil hogar,36,7,0.19444444444444445,135.0,0.9722222222222222,0.9166666666666666,False,low,119
district,6.0,Tetuán,Finanzas,Finanzas y seguros,Cambio y envio de moneda,12,3,0.25,135.0,0.9166666666666666,0.9166666666666666,False,low,120
district,6.0,Tetuán,Retail especializado,Conveniencia,Tienda multiproducto,11,5,0.45454545454545453,135.0,1.0,0.9090909090909091,False,low,121
district,6.0,Tetuán,Salud y bienestar,Salud retail,Salud retail,21,6,0.2857142857142857,135.0,0.9523809523809523,0.9047619047619047,False,low,122
district,6.0,Tetuán,Retail especializado,Conveniencia,Bazar y precio unico,61,12,0.19672131147540983,135.0,0.9672131147540983,0.9016393442622952,False,low,123
district,6.0,Tetuán,Belleza y cuidado personal,Peluqueria y estetica,Centro de estetica,39,11,0.28205128205128205,135.0,0.9487179487179487,0.8974358974358975,False,low,124
district,6.0,Tetuán,Retail especializado,Electronica y telecom,Electronica,19,7,0.3684210526315789,135.0,0.9473684210526316,0.8947368421052632,False,low,125
district,6.0,Tetuán,Hosteleria,Ocio nocturno,Discoteca,15,5,0.3333333333333333,135.0,0.8666666666666667,0.8666666666666667,False,low,126
district,6.0,Tetuán,Hosteleria,Catering y colectividades,Comedor colectivo,7,1,0.14285714285714285,78.0,0.8571428571428572,0.8571428571428572,False,low,127
district,6.0,Tetuán,Alimentacion,Supermercado y conveniencia,Gran superficie alimentacion,7,1,0.14285714285714285,106.0,0.8571428571428572,0.8571428571428572,False,low,128
district,6.0,Tetuán,Hosteleria,Restauracion,Comida rapida,5,1,0.2,135.0,0.8,0.8,False,low,129
district,6.0,Tetuán,Retail especializado,Cultura y ocio,Jugueteria,9,2,0.2222222222222222,135.0,1.0,0.7777777777777777,False,low,130
district,6.0,Tetuán,Hosteleria,Ocio nocturno,Cafe espectaculo,4,1,0.25,125.0,0.75,0.75,False,low,131
district,6.0,Tetuán,Hosteleria,Catering y colectividades,Eventos y banquetes,4,1,0.25,135.0,0.75,0.75,False,low,132
district,6.0,Tetuán,Finanzas,Finanzas y seguros,Finanzas y seguros,4,1,0.25,116.5,0.75,0.75,False,low,133
district,6.0,Tetuán,Educacion,Educacion infantil,Escuela infantil,3,2,0.6666666666666666,56.0,1.0,0.6666666666666667,False,low,134
district,7.0,Chamberí,Automocion,Taller y reparacion,Taller mecanica,70,2,0.02857142857142857,135.0,1.0,1.0,False,low,1
district,7.0,Chamberí,Alimentacion,Alimentacion fresca,Carniceria,44,3,0.06818181818181818,135.0,1.0,1.0,False,low,2
district,7.0,Chamberí,Retail especializado,Hogar y decoracion,Textil hogar,40,4,0.1,135.0,1.0,1.0,False,low,3
district,7.0,Chamberí,Retail especializado,Hogar y reformas,Ferreteria,37,8,0.21621621621621623,135.0,1.0,1.0,False,low,4
district,7.0,Chamberí,Alimentacion,Panaderia y pasteleria,Panaderia,36,5,0.1388888888888889,135.0,1.0,1.0,False,low,5
district,7.0,Chamberí,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,33,2,0.06060606060606061,135.0,1.0,1.0,False,low,6
district,7.0,Chamberí,Salud y bienestar,Clinicas y consultas,Consulta medica,32,2,0.0625,135.0,1.0,1.0,False,low,7
district,7.0,Chamberí,Servicios,Servicios personales,Reparacion de calzado,28,3,0.10714285714285714,135.0,1.0,1.0,False,low,8
district,7.0,Chamberí,Automocion,Venta y recambios,Venta de coches nuevos,28,4,0.14285714285714285,135.0,1.0,1.0,False,low,9
district,7.0,Chamberí,Alimentacion,Alimentacion fresca,Charcuteria,27,2,0.07407407407407407,135.0,1.0,1.0,False,low,10
district,7.0,Chamberí,Retail especializado,Hogar y decoracion,Muebles de cocina,26,7,0.2692307692307692,135.0,1.0,1.0,False,low,11
district,7.0,Chamberí,Salud y bienestar,Salud retail,Salud retail,26,4,0.15384615384615385,135.0,1.0,1.0,False,low,12
district,7.0,Chamberí,Educacion,Educacion infantil,Escuela infantil,21,0,0.0,135.0,1.0,1.0,False,low,13
district,7.0,Chamberí,Educacion,Formacion,Autoescuela,20,3,0.15,135.0,1.0,1.0,False,low,14
district,7.0,Chamberí,Retail especializado,Hogar y reformas,Material electrico,19,4,0.21052631578947367,135.0,1.0,1.0,False,low,15
district,7.0,Chamberí,Servicios,Servicios profesionales,Servicios profesionales,18,2,0.1111111111111111,135.0,1.0,1.0,False,low,16
district,7.0,Chamberí,Hosteleria,Bar y cafeteria,Taberna,18,0,0.0,135.0,1.0,1.0,False,low,17
district,7.0,Chamberí,Salud y bienestar,Clinicas y consultas,Veterinaria,18,3,0.16666666666666666,135.0,1.0,1.0,False,low,18
district,7.0,Chamberí,Retail especializado,Hogar y reformas,Puertas y ventanas,16,3,0.1875,135.0,1.0,1.0,False,low,19
district,7.0,Chamberí,Hosteleria,Ocio nocturno,Discoteca,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,20
district,7.0,Chamberí,Retail especializado,Electronica y telecom,Electronica y telecom,15,3,0.2,135.0,1.0,1.0,False,low,21
district,7.0,Chamberí,Automocion,Venta y recambios,Motos y reparacion,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,22
district,7.0,Chamberí,Alimentacion,Especialistas alimentacion,Bodega,14,3,0.21428571428571427,135.0,1.0,1.0,False,low,23
