zone_level,zone_code,zone_name,web_supercategory,web_category,display_label,n_locales,n_events,event_rate,duration_median_months,survival_12m,survival_24m,supported_for_stats,confidence_tier,rank_within_zone_24m
district,20.0,San Blas - Canillejas,Automocion,Venta y recambios,Recambios automovil,13,1,0.07692307692307693,135.0,1.0,1.0,False,low,41
district,20.0,San Blas - Canillejas,Salud y bienestar,Salud retail,Salud retail,13,1,0.07692307692307693,135.0,1.0,1.0,False,low,42
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Telecomunicaciones,13,4,0.3076923076923077,135.0,1.0,1.0,False,low,43
district,20.0,San Blas - Canillejas,Alimentacion,Alimentacion fresca,Charcuteria,12,0,0.0,135.0,1.0,1.0,False,low,44
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Clinica medica,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,45
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Tecnologia y software,12,1,0.08333333333333333,135.0,1.0,1.0,False,low,46
district,20.0,San Blas - Canillejas,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,11,2,0.18181818181818182,135.0,1.0,1.0,False,low,47
district,20.0,San Blas - Canillejas,Belleza y cuidado personal,Peluqueria y estetica,Instituto de belleza,11,1,0.09090909090909091,135.0,1.0,1.0,False,low,48
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y decoracion,Colchoneria,10,0,0.0,135.0,1.0,1.0,False,low,49
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y decoracion,Hogar y menaje,10,4,0.4,135.0,1.0,1.0,False,low,50
district,20.0,San Blas - Canillejas,Alojamiento,Alojamiento turistico,Hotel,10,1,0.1,135.0,1.0,1.0,False,low,51
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y decoracion,Muebles de cocina,10,2,0.2,135.0,1.0,1.0,False,low,52
district,20.0,San Blas - Canillejas,Servicios,Servicios personales,Reparacion de calzado,10,1,0.1,135.0,1.0,1.0,False,low,53
district,20.0,San Blas - Canillejas,Retail especializado,Cultura y ocio,Deporte,9,1,0.1111111111111111,135.0,1.0,1.0,False,low,54
district,20.0,San Blas - Canillejas,Retail especializado,Cultura y ocio,Jugueteria,9,0,0.0,135.0,1.0,1.0,False,low,55
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y reformas,Saneamientos,9,4,0.4444444444444444,135.0,1.0,1.0,False,low,56
district,20.0,San Blas - Canillejas,Automocion,Venta y recambios,Venta de coches usados,9,1,0.1111111111111111,135.0,1.0,1.0,False,low,57
district,20.0,San Blas - Canillejas,Retail especializado,Electronica y telecom,Informatica,8,0,0.0,135.0,1.0,1.0,False,low,58
district,20.0,San Blas - Canillejas,Automocion,Taller y reparacion,Taller automovil,8,0,0.0,135.0,1.0,1.0,False,low,59
district,20.0,San Blas - Canillejas,Automocion,Taller y reparacion,Accesorios automovil,7,0,0.0,135.0,1.0,1.0,False,low,60
district,20.0,San Blas - Canillejas,Deporte y ocio,Fitness y deporte,Club deportivo,7,0,0.0,135.0,1.0,1.0,False,low,61
district,20.0,San Blas - Canillejas,Alimentacion,Especialistas alimentacion,Congelados,7,0,0.0,135.0,1.0,1.0,False,low,62
district,20.0,San Blas - Canillejas,Automocion,Servicios automocion,Gasolinera,7,0,0.0,135.0,1.0,1.0,False,low,63
district,20.0,San Blas - Canillejas,Retail especializado,Cultura y ocio,Libreria,7,0,0.0,135.0,1.0,1.0,False,low,64
district,20.0,San Blas - Canillejas,Automocion,Venta y recambios,Motos y reparacion,7,0,0.0,135.0,1.0,1.0,False,low,65
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Parasanitario,7,2,0.2857142857142857,135.0,1.0,1.0,False,low,66
district,20.0,San Blas - Canillejas,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,67
district,20.0,San Blas - Canillejas,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,6,1,0.16666666666666666,135.0,1.0,1.0,False,low,68
district,20.0,San Blas - Canillejas,Alimentacion,Supermercado y conveniencia,Gran superficie alimentacion,6,1,0.16666666666666666,119.0,1.0,1.0,False,low,69
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Podologia,6,0,0.0,135.0,1.0,1.0,False,low,70
district,20.0,San Blas - Canillejas,Educacion,Formacion,Formacion no reglada,5,1,0.2,68.0,1.0,1.0,False,low,71
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Heladeria,5,1,0.2,135.0,1.0,1.0,False,low,72
district,20.0,San Blas - Canillejas,Hosteleria,Restauracion,Hosteleria especializada,5,0,0.0,95.0,1.0,1.0,False,low,73
district,20.0,San Blas - Canillejas,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,5,3,0.6,87.0,1.0,1.0,False,low,74
district,20.0,San Blas - Canillejas,Deporte y ocio,Ocio y entretenimiento,Salon recreativo,5,2,0.4,135.0,1.0,1.0,False,low,75
district,20.0,San Blas - Canillejas,Belleza y cuidado personal,Servicios personales,Tattoo y piercing,5,1,0.2,82.0,1.0,1.0,False,low,76
district,20.0,San Blas - Canillejas,Retail especializado,Conveniencia,Tienda multiproducto,5,1,0.2,135.0,1.0,1.0,False,low,77
district,20.0,San Blas - Canillejas,Retail especializado,Cultura y ocio,Bicicletas,4,0,0.0,135.0,1.0,1.0,False,low,78
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y reformas,Bricolaje,4,0,0.0,135.0,1.0,1.0,False,low,79
district,20.0,San Blas - Canillejas,Finanzas,Finanzas y seguros,Finanzas y seguros,4,0,0.0,135.0,1.0,1.0,False,low,80
district,20.0,San Blas - Canillejas,Alimentacion,Especialistas alimentacion,Bodega,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,81
district,20.0,San Blas - Canillejas,Alimentacion,Especialistas alimentacion,Cafe e infusiones,3,0,0.0,135.0,1.0,1.0,False,low,82
district,20.0,San Blas - Canillejas,Alimentacion,Alimentacion fresca,Casqueria,3,0,0.0,135.0,1.0,1.0,False,low,83
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Churreria,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,84
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Consultoria empresarial,3,0,0.0,135.0,1.0,1.0,False,low,85
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y decoracion,Iluminacion,3,0,0.0,135.0,1.0,1.0,False,low,86
district,20.0,San Blas - Canillejas,Deporte y ocio,Fitness y deporte,Instalacion deportiva,3,0,0.0,135.0,1.0,1.0,False,low,87
district,20.0,San Blas - Canillejas,Alimentacion,Especialistas alimentacion,Lacteos y bebidas,3,0,0.0,135.0,1.0,1.0,False,low,88
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Optometria,3,2,0.6666666666666666,81.0,1.0,1.0,False,low,89
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Servicios digitales,3,0,0.0,135.0,1.0,1.0,False,low,90
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Taberna,3,0,0.0,135.0,1.0,1.0,False,low,91
district,20.0,San Blas - Canillejas,Alojamiento,Alojamiento turistico,Alojamiento turistico,2,0,0.0,135.0,1.0,1.0,False,low,92
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Despacho juridico,2,1,0.5,92.5,1.0,1.0,False,low,93
district,20.0,San Blas - Canillejas,Retail especializado,Electronica y telecom,Electronica,2,0,0.0,135.0,1.0,1.0,False,low,94
district,20.0,San Blas - Canillejas,Hosteleria,Catering y colectividades,Eventos y banquetes,2,0,0.0,135.0,1.0,1.0,False,low,95
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Fotografia,2,0,0.0,135.0,1.0,1.0,False,low,96
district,20.0,San Blas - Canillejas,Alimentacion,Especialistas alimentacion,Golosinas,2,2,1.0,65.0,1.0,1.0,False,low,97
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y reformas,Materiales de construccion,2,0,0.0,135.0,1.0,1.0,False,low,98
district,20.0,San Blas - Canillejas,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,2,0,0.0,135.0,1.0,1.0,False,low,99
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Bar especial con actuaciones,1,0,0.0,135.0,1.0,1.0,False,low,100
district,20.0,San Blas - Canillejas,Alojamiento,Alojamiento turistico,Hostal,1,0,0.0,135.0,1.0,1.0,False,low,101
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y decoracion,Menaje del hogar,1,0,0.0,135.0,1.0,1.0,False,low,102
district,20.0,San Blas - Canillejas,Automocion,Venta y recambios,Venta de motos,1,0,0.0,135.0,1.0,1.0,False,low,103
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Bar restaurante,159,10,0.06289308176100629,135.0,0.9937106918238994,0.9937106918238994,False,low,104
district,20.0,San Blas - Canillejas,Servicios,Logistica y movilidad,Logistica y movilidad,103,14,0.13592233009708737,135.0,0.9902912621359223,0.9902912621359223,True,medium,105
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Cafeteria,74,8,0.10810810810810811,135.0,0.9864864864864865,0.9864864864864865,False,low,106
district,20.0,San Blas - Canillejas,Alimentacion,Alimentacion fresca,Fruteria,69,11,0.15942028985507245,135.0,1.0,0.9855072463768116,False,low,107
district,20.0,San Blas - Canillejas,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,151,17,0.11258278145695365,135.0,0.9867549668874172,0.9801324503311257,True,medium,108
district,20.0,San Blas - Canillejas,Retail especializado,Moda y complementos,Calzado,38,9,0.23684210526315788,135.0,1.0,0.9736842105263158,False,low,109
district,20.0,San Blas - Canillejas,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,74,7,0.0945945945945946,135.0,0.9729729729729729,0.9729729729729729,False,low,110
district,20.0,San Blas - Canillejas,Servicios,Servicios al consumidor,Locutorio,32,14,0.4375,135.0,1.0,0.96875,False,low,111
district,20.0,San Blas - Canillejas,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,28,3,0.10714285714285714,135.0,1.0,0.9642857142857143,False,low,112
district,20.0,San Blas - Canillejas,Alimentacion,Supermercado y conveniencia,Supermercado,54,7,0.12962962962962962,135.0,0.9814814814814815,0.962962962962963,False,low,113
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Inmobiliaria,25,7,0.28,135.0,0.96,0.96,False,low,114
district,20.0,San Blas - Canillejas,Retail especializado,Moda y complementos,Moda,123,21,0.17073170731707318,135.0,0.991869918699187,0.9593495934959351,True,medium,115
district,20.0,San Blas - Canillejas,Finanzas,Finanzas y seguros,Banco y caja,95,36,0.37894736842105264,135.0,0.9789473684210527,0.9578947368421052,True,medium,116
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Fisioterapia,22,2,0.09090909090909091,135.0,1.0,0.9545454545454546,False,low,117
district,20.0,San Blas - Canillejas,Servicios,Servicios personales,Lavanderia y tintoreria,20,3,0.15,135.0,1.0,0.95,False,low,118
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,20,4,0.2,135.0,0.95,0.95,False,low,119
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Oficina y administracion,19,5,0.2631578947368421,135.0,0.9473684210526316,0.9473684210526316,False,low,120
district,20.0,San Blas - Canillejas,Retail especializado,Conveniencia,Bazar y precio unico,33,6,0.18181818181818182,135.0,0.9696969696969697,0.9393939393939394,False,low,121
district,20.0,San Blas - Canillejas,Servicios,Servicios profesionales,Servicios profesionales,25,7,0.28,135.0,1.0,0.92,False,low,122
district,20.0,San Blas - Canillejas,Alimentacion,Comida preparada,Comida preparada,11,4,0.36363636363636365,135.0,0.9090909090909091,0.9090909090909091,False,low,123
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y reformas,Puertas y ventanas,9,3,0.3333333333333333,135.0,0.8888888888888888,0.8888888888888888,False,low,124
district,20.0,San Blas - Canillejas,Retail especializado,Electronica y telecom,Electronica y telecom,8,3,0.375,135.0,0.875,0.875,False,low,125
district,20.0,San Blas - Canillejas,Belleza y cuidado personal,Peluqueria y estetica,Centro de estetica,31,7,0.22580645161290322,135.0,0.903225806451613,0.870967741935484,False,low,126
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y regalos,Floristeria,13,3,0.23076923076923078,135.0,0.9230769230769231,0.8461538461538461,False,low,127
district,20.0,San Blas - Canillejas,Salud y bienestar,Clinicas y consultas,Veterinaria,13,3,0.23076923076923078,135.0,0.9230769230769231,0.8461538461538461,False,low,128
district,20.0,San Blas - Canillejas,Hosteleria,Ocio nocturno,Discoteca,5,1,0.2,135.0,0.8,0.8,False,low,129
district,20.0,San Blas - Canillejas,Retail especializado,Hogar y reformas,Material electrico,4,1,0.25,135.0,0.75,0.75,False,low,130
district,20.0,San Blas - Canillejas,Hosteleria,Bar y cafeteria,Heladeria y salon de te,3,2,0.6666666666666666,58.0,0.6666666666666667,0.6666666666666667,False,low,131
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Bar con cocina,50,1,0.02,135.0,1.0,1.0,False,low,1
district,21.0,Barajas,Belleza y cuidado personal,Peluqueria y estetica,Peluqueria,48,2,0.041666666666666664,135.0,1.0,1.0,False,low,2
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Cafeteria,46,0,0.0,135.0,1.0,1.0,False,low,3
district,21.0,Barajas,Hosteleria,Restauracion,Restaurante,41,2,0.04878048780487805,135.0,1.0,1.0,False,low,4
district,21.0,Barajas,Educacion,Formacion,Educacion y formacion,21,0,0.0,135.0,1.0,1.0,False,low,5
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Fruteria,16,1,0.0625,135.0,1.0,1.0,False,low,6
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Fisioterapia,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,7
district,21.0,Barajas,Alimentacion,Supermercado y conveniencia,Supermercado,15,1,0.06666666666666667,135.0,1.0,1.0,False,low,8
district,21.0,Barajas,Retail especializado,Conveniencia,Bazar y precio unico,13,0,0.0,135.0,1.0,1.0,False,low,9
district,21.0,Barajas,Hosteleria,Restauracion,Comida rapida,13,0,0.0,135.0,1.0,1.0,False,low,10
district,21.0,Barajas,Automocion,Taller y reparacion,Taller mecanica,13,0,0.0,135.0,1.0,1.0,False,low,11
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Consulta medica,11,1,0.09090909090909091,135.0,1.0,1.0,False,low,12
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Clinica dental,10,0,0.0,135.0,1.0,1.0,False,low,13
district,21.0,Barajas,Hosteleria,Catering y colectividades,Comedor colectivo,10,0,0.0,71.0,1.0,1.0,False,low,14
district,21.0,Barajas,Educacion,Educacion infantil,Escuela infantil,10,1,0.1,135.0,1.0,1.0,False,low,15
district,21.0,Barajas,Retail especializado,Moda y complementos,Joyeria y relojeria,10,1,0.1,135.0,1.0,1.0,False,low,16
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Clinicas y consultas,9,1,0.1111111111111111,135.0,1.0,1.0,False,low,17
district,21.0,Barajas,Retail especializado,Hogar y reformas,Ferreteria,9,0,0.0,135.0,1.0,1.0,False,low,18
district,21.0,Barajas,Retail especializado,Hogar y decoracion,Muebles,9,2,0.2222222222222222,135.0,1.0,1.0,False,low,19
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Veterinaria,9,0,0.0,135.0,1.0,1.0,False,low,20
district,21.0,Barajas,Educacion,Formacion,Autoescuela,8,1,0.125,135.0,1.0,1.0,False,low,21
district,21.0,Barajas,Retail especializado,Moda y complementos,Calzado,8,2,0.25,135.0,1.0,1.0,False,low,22
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Charcuteria,8,0,0.0,135.0,1.0,1.0,False,low,23
district,21.0,Barajas,Salud y bienestar,Salud retail,Optica,8,2,0.25,135.0,1.0,1.0,False,low,24
district,21.0,Barajas,Servicios,Servicios profesionales,Publicidad y marketing,7,0,0.0,135.0,1.0,1.0,False,low,25
district,21.0,Barajas,Salud y bienestar,Salud retail,Salud retail,7,0,0.0,135.0,1.0,1.0,False,low,26
district,21.0,Barajas,Alimentacion,Supermercado y conveniencia,Alimentacion envasada,6,1,0.16666666666666666,131.0,1.0,1.0,False,low,27
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Aves y huevos,6,0,0.0,135.0,1.0,1.0,False,low,28
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Carniceria y charcuteria,6,0,0.0,135.0,1.0,1.0,False,low,29
district,21.0,Barajas,Belleza y cuidado personal,Peluqueria y estetica,Centro de estetica,6,3,0.5,109.0,1.0,1.0,False,low,30
district,21.0,Barajas,Alojamiento,Alojamiento turistico,Hostal,6,0,0.0,135.0,1.0,1.0,False,low,31
district,21.0,Barajas,Retail especializado,Moda y complementos,Moda y complementos,6,0,0.0,135.0,1.0,1.0,False,low,32
district,21.0,Barajas,Servicios,Servicios profesionales,Arquitectura e ingenieria,5,0,0.0,135.0,1.0,1.0,False,low,33
district,21.0,Barajas,Servicios,Servicios personales,Arreglo de ropa,5,0,0.0,135.0,1.0,1.0,False,low,34
district,21.0,Barajas,Alimentacion,Comida preparada,Comida preparada,5,0,0.0,135.0,1.0,1.0,False,low,35
district,21.0,Barajas,Retail especializado,Electronica y telecom,Electronica y telecom,5,3,0.6,81.0,1.0,1.0,False,low,36
district,21.0,Barajas,Retail especializado,Conveniencia,Estanco,5,0,0.0,135.0,1.0,1.0,False,low,37
district,21.0,Barajas,Deporte y ocio,Fitness y deporte,Gimnasio,5,0,0.0,135.0,1.0,1.0,False,low,38
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Pescaderia,5,0,0.0,135.0,1.0,1.0,False,low,39
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Taberna,5,0,0.0,135.0,1.0,1.0,False,low,40
district,21.0,Barajas,Retail especializado,Hogar y decoracion,Textil hogar,5,1,0.2,135.0,1.0,1.0,False,low,41
district,21.0,Barajas,Alojamiento,Alojamiento turistico,Alojamiento turistico,4,0,0.0,135.0,1.0,1.0,False,low,42
district,21.0,Barajas,Retail especializado,Hogar y regalos,Floristeria,4,1,0.25,135.0,1.0,1.0,False,low,43
district,21.0,Barajas,Alimentacion,Especialistas alimentacion,Bodega,3,0,0.0,135.0,1.0,1.0,False,low,44
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Carniceria,3,0,0.0,135.0,1.0,1.0,False,low,45
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Clinica medica,3,2,0.6666666666666666,128.0,1.0,1.0,False,low,46
district,21.0,Barajas,Retail especializado,Electronica y telecom,Electronica,3,1,0.3333333333333333,135.0,1.0,1.0,False,low,47
district,21.0,Barajas,Deporte y ocio,Fitness y deporte,Instalacion deportiva,3,0,0.0,135.0,1.0,1.0,False,low,48
district,21.0,Barajas,Retail especializado,Hogar y reformas,Puertas y ventanas,3,0,0.0,135.0,1.0,1.0,False,low,49
district,21.0,Barajas,Servicios,Servicios personales,Reparacion de calzado,3,0,0.0,135.0,1.0,1.0,False,low,50
district,21.0,Barajas,Servicios,Servicios personales,Reparacion especializada,3,0,0.0,135.0,1.0,1.0,False,low,51
district,21.0,Barajas,Automocion,Taller y reparacion,Taller automovil,3,0,0.0,135.0,1.0,1.0,False,low,52
district,21.0,Barajas,Automocion,Taller y reparacion,Taller chapa y pintura,3,0,0.0,135.0,1.0,1.0,False,low,53
district,21.0,Barajas,Automocion,Venta y recambios,Venta de coches nuevos,3,0,0.0,135.0,1.0,1.0,False,low,54
district,21.0,Barajas,Belleza y cuidado personal,Servicios personales,Belleza y cuidado personal,2,1,0.5,97.5,1.0,1.0,False,low,55
district,21.0,Barajas,Educacion,Educacion infantil,Centro de cuidado infantil,2,0,0.0,135.0,1.0,1.0,False,low,56
district,21.0,Barajas,Deporte y ocio,Fitness y deporte,Club deportivo,2,1,0.5,86.5,1.0,1.0,False,low,57
district,21.0,Barajas,Automocion,Servicios automocion,Gasolinera,2,0,0.0,135.0,1.0,1.0,False,low,58
district,21.0,Barajas,Retail especializado,Hogar y decoracion,Hogar y menaje,2,1,0.5,108.0,1.0,1.0,False,low,59
district,21.0,Barajas,Retail especializado,Cultura y ocio,Jugueteria,2,0,0.0,135.0,1.0,1.0,False,low,60
district,21.0,Barajas,Retail especializado,Hogar y decoracion,Muebles de cocina,2,0,0.0,135.0,1.0,1.0,False,low,61
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Parasanitario,2,0,0.0,135.0,1.0,1.0,False,low,62
district,21.0,Barajas,Retail especializado,Hogar y reformas,Saneamientos,2,0,0.0,135.0,1.0,1.0,False,low,63
district,21.0,Barajas,Finanzas,Finanzas y seguros,Seguros,2,0,0.0,135.0,1.0,1.0,False,low,64
district,21.0,Barajas,Servicios,Servicios profesionales,Tecnologia y software,2,0,0.0,135.0,1.0,1.0,False,low,65
district,21.0,Barajas,Retail especializado,Conveniencia,Tienda multiproducto,2,1,0.5,116.5,1.0,1.0,False,low,66
district,21.0,Barajas,Retail especializado,Hogar y reformas,Bricolaje,1,0,0.0,135.0,1.0,1.0,False,low,67
district,21.0,Barajas,Belleza y cuidado personal,Peluqueria y estetica,Bronceado,1,0,0.0,135.0,1.0,1.0,False,low,68
district,21.0,Barajas,Alimentacion,Alimentacion fresca,Casqueria,1,0,0.0,135.0,1.0,1.0,False,low,69
district,21.0,Barajas,Retail especializado,Hogar y decoracion,Colchoneria,1,0,0.0,135.0,1.0,1.0,False,low,70
district,21.0,Barajas,Alimentacion,Especialistas alimentacion,Congelados,1,0,0.0,135.0,1.0,1.0,False,low,71
district,21.0,Barajas,Hosteleria,Ocio nocturno,Discoteca,1,0,0.0,135.0,1.0,1.0,False,low,72
district,21.0,Barajas,Servicios,Servicios profesionales,Fotografia,1,1,1.0,66.0,1.0,1.0,False,low,73
district,21.0,Barajas,Alimentacion,Especialistas alimentacion,Frutos secos y encurtidos,1,0,0.0,135.0,1.0,1.0,False,low,74
district,21.0,Barajas,Retail especializado,Hogar y decoracion,Menaje del hogar,1,0,0.0,135.0,1.0,1.0,False,low,75
district,21.0,Barajas,Automocion,Venta y recambios,Motos y reparacion,1,0,0.0,135.0,1.0,1.0,False,low,76
district,21.0,Barajas,Alimentacion,Panaderia y pasteleria,Pasteleria y reposteria,1,0,0.0,135.0,1.0,1.0,False,low,77
district,21.0,Barajas,Salud y bienestar,Clinicas y consultas,Podologia,1,0,0.0,135.0,1.0,1.0,False,low,78
district,21.0,Barajas,Automocion,Venta y recambios,Recambios automovil,1,0,0.0,135.0,1.0,1.0,False,low,79
district,21.0,Barajas,Automocion,Venta y recambios,Venta de coches usados,1,0,0.0,135.0,1.0,1.0,False,low,80
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Bar restaurante,58,2,0.034482758620689655,135.0,0.9827586206896551,0.9827586206896551,False,low,81
district,21.0,Barajas,Servicios,Logistica y movilidad,Logistica y movilidad,77,13,0.16883116883116883,135.0,0.974025974025974,0.974025974025974,False,low,82
district,21.0,Barajas,Salud y bienestar,Salud retail,Farmacia,25,1,0.04,135.0,0.96,0.96,False,low,83
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Bar especial,20,3,0.15,135.0,0.95,0.95,False,low,84
district,21.0,Barajas,Servicios,Servicios profesionales,Servicios profesionales,13,2,0.15384615384615385,135.0,1.0,0.9230769230769231,False,low,85
district,21.0,Barajas,Retail especializado,Moda y complementos,Moda,37,9,0.24324324324324326,135.0,0.9459459459459459,0.9189189189189189,False,low,86
district,21.0,Barajas,Alojamiento,Alojamiento turistico,Hotel,12,1,0.08333333333333333,135.0,1.0,0.9166666666666666,False,low,87
district,21.0,Barajas,Servicios,Servicios profesionales,Inmobiliaria,12,4,0.3333333333333333,126.5,0.9166666666666666,0.9166666666666666,False,low,88
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Bar sin cocina,20,2,0.1,135.0,0.9,0.9,False,low,89
district,21.0,Barajas,Finanzas,Finanzas y seguros,Banco y caja,38,12,0.3157894736842105,135.0,0.9736842105263158,0.8947368421052633,False,low,90
district,21.0,Barajas,Alimentacion,Supermercado y conveniencia,Tienda de alimentacion,18,3,0.16666666666666666,135.0,1.0,0.8888888888888888,False,low,91
district,21.0,Barajas,Retail especializado,Otros comercios,Otros comercios,8,1,0.125,135.0,1.0,0.875,False,low,92
district,21.0,Barajas,Retail especializado,Cultura y ocio,Papeleria y prensa,8,2,0.25,135.0,1.0,0.875,False,low,93
district,21.0,Barajas,Hosteleria,Restauracion,Hosteleria especializada,8,1,0.125,135.0,0.875,0.875,False,low,94
district,21.0,Barajas,Servicios,Servicios profesionales,Asesoria y contabilidad,7,1,0.14285714285714285,135.0,0.8571428571428572,0.8571428571428572,False,low,95
district,21.0,Barajas,Salud y bienestar,Salud retail,Herbolario,6,2,0.3333333333333333,135.0,1.0,0.8333333333333334,False,low,96
district,21.0,Barajas,Servicios,Servicios al consumidor,Locutorio,6,1,0.16666666666666666,135.0,1.0,0.8333333333333334,False,low,97
district,21.0,Barajas,Belleza y cuidado personal,Cosmetica y perfumeria,Perfumeria y cosmetica,12,2,0.16666666666666666,135.0,0.8333333333333334,0.8333333333333334,False,low,98
district,21.0,Barajas,Servicios,Servicios personales,Lavanderia y tintoreria,11,4,0.36363636363636365,118.0,1.0,0.8181818181818181,False,low,99
district,21.0,Barajas,Servicios,Servicios profesionales,Oficina y administracion,16,4,0.25,135.0,0.875,0.8125,False,low,100
district,21.0,Barajas,Retail especializado,Electronica y telecom,Informatica,5,1,0.2,135.0,1.0,0.8,False,low,101
district,21.0,Barajas,Retail especializado,Cultura y ocio,Libreria,5,2,0.4,135.0,0.8,0.8,False,low,102
district,21.0,Barajas,Hosteleria,Bar y cafeteria,Heladeria y salon de te,4,1,0.25,135.0,0.75,0.75,False,low,103
district,21.0,Barajas,Alimentacion,Panaderia y pasteleria,Panaderia,4,1,0.25,123.0,0.75,0.75,False,low,104
district,21.0,Barajas,Deporte y ocio,Ocio y entretenimiento,Ocio y entretenimiento,7,3,0.42857142857142855,135.0,0.8571428571428572,0.7142857142857144,False,low,105
district,21.0,Barajas,Retail especializado,Electronica y telecom,Telefonia,5,2,0.4,135.0,1.0,0.6000000000000001,False,low,106
district,21.0,Barajas,Servicios,Servicios profesionales,Telecomunicaciones,5,3,0.6,25.0,0.6000000000000001,0.6000000000000001,False,low,107
district,21.0,Barajas,Finanzas,Finanzas y seguros,Servicios auxiliares seguros,2,1,0.5,72.5,0.5,0.5,False,low,108
district,21.0,Barajas,Deporte y ocio,Ocio y entretenimiento,Celebraciones infantiles,1,1,1.0,2.0,0.0,0.0,False,low,109
district,21.0,Barajas,Alimentacion,Especialistas alimentacion,Heladeria,1,1,1.0,4.0,0.0,0.0,False,low,110
district,3.0,Retiro,Servicios,Logistica y movilidad,Logistica y movilidad,74,9,0.12162162162162163,135.0,1.0,1.0,False,low,1
district,3.0,Retiro,Alimentacion,Alimentacion fresca,Fruteria,68,9,0.1323529411764706,135.0,1.0,1.0,False,low,2
district,3.0,Retiro,Hosteleria,Bar y cafeteria,Cafeteria,66,4,0.06060606060606061,135.0,1.0,1.0,False,low,3
district,3.0,Retiro,Salud y bienestar,Salud retail,Farmacia,63,2,0.031746031746031744,135.0,1.0,1.0,False,low,4
district,3.0,Retiro,Automocion,Taller y reparacion,Taller mecanica,37,3,0.08108108108108109,135.0,1.0,1.0,False,low,5
district,3.0,Retiro,Retail especializado,Hogar y reformas,Ferreteria,36,8,0.2222222222222222,135.0,1.0,1.0,False,low,6
